id,eventname,EventLongName,EventShortName,LocalisedEventLongName,countrycode,seriesid,EventLocation,Latitude,Longitude
1827,letchworth,Letchworth parkrun,Letchworth,,97,1,Grange Recreation Ground,51.999895,-0.22279
1828,medina-juniors,Medina I.O.W junior parkrun,Medina I.O.W juniors,Medina I.O.W junior parkrun,97,2,Seaclose Park,50.707098,-1.288812
1830,gisborne,Gisborne parkrun,Gisborne,,65,1,Waikanae Beach Playground,-38.671021,178.018082
1831,wanaka,Wanaka parkrun,Wanaka,,65,1,Wanaka Station Park,-44.699987,169.116607
1832,cirencester,Cirencester parkrun,Cirencester,,97,1,Royal Agricultural University,51.711207,-1.99109
1833,staveley-juniors,Staveley junior parkrun,Staveley juniors,Staveley junior parkrun,97,2,Staveley Welfare Cricket Club,53.270608,-1.336668
1834,llanerchaeron,Llanerchaeron parkrun,Llanerchaeron,,97,1,Llanerchaeron,52.220443,-4.235798
1835,southwoodhamferrers,South Woodham Ferrers parkrun,South Woodham Ferrers,,97,1,Marsh Farm Country Park,51.631642,0.613014
1836,charzykowy,parkrun Charzykowy,Charzykowy,parkrun Charzykowy,74,1,Promenada nad Jeziorem Charzykowskim,53.736041,17.508248
1837,obninsk,parkrun Obninsk,Obninsk,parkrun Обнинск,79,1,г. Обнинск,55.106995,36.609165
1838,zillmere,Zillmere parkrun,Zillmere,,3,1,O‘Callaghan Park,-27.361066,153.041015
1839,gloucestercity,Gloucester City parkrun,Gloucester City,,97,1,Gloucester Park,51.858707,-2.243129
1840,bedworth,Bedworth parkrun,Bedworth,,97,1,Miners Welfare Park,52.476054,-1.47027
1841,reculver-juniors,Reculver junior parkrun,Reculver juniors,Reculver junior parkrun,97,2,Reculver Country Park,51.378274,1.194731
1842,greatdenham,Great Denham parkrun,Great Denham,,97,1,Great Denham,52.121602,-0.509062
1843,nightcliff,Nightcliff parkrun,Nightcliff,,3,1,Rapid Creek,-12.376205,130.857655
1844,crewe,Crewe parkrun,Crewe,,97,1,Queens Park,53.097388,-2.470556
1845,southbouldercreek,South Boulder Creek parkrun,South Boulder Creek,,98,1,South Boulder Creek,39.992167,-105.217127
1846,sixfieldsupton,Sixfields Upton parkrun,Sixfields Upton,,97,1,Upton Country Park,52.228528,-0.942236
1847,bodington-juniors,Bodington junior parkrun,Bodington juniors,Bodington junior parkrun,97,2,Bodington Cycle Circuit and Playing Fiel,53.841537,-1.590275
1848,cardwell,Cardwell parkrun,Cardwell,,3,1,Cardwell,-18.263036,146.025909
1849,molevalley,Mole Valley parkrun,Mole Valley,,97,1,Denbies Wine Estate,51.248259,-0.330645
1850,rosebud,Rosebud parkrun,Rosebud,,3,1,Rosebud Parade,-38.354221,144.905291
1851,stonehouse-juniors,Stonehouse junior parkrun,Stonehouse juniors,,97,2,Oldends Lane Playing Fields,51.752965,-2.287006
1852,witney,Witney parkrun,Witney,,97,1,West Witney Sports & Social Club,51.789974,-1.513356
1853,hogmoorinclosure,Hogmoor Inclosure parkrun,Hogmoor Inclosure,,97,1,Hogmoor Inclosure ,51.111681,-0.875934
1854,eastbourne-juniors,Eastbourne junior parkrun,Eastbourne juniors,,97,2,King Edwards Parade,50.76191,0.286914
1855,kensington,Kensington parkrun,Kensington,,98,1,Rock Creek Trail,39.027743,-77.089077
1856,newearswick,New Earswick parkrun,New Earswick,,97,1,New Earswick Sports Club,53.99025,-1.077677
1857,magherafelt-juniors,Magherafelt junior parkrun,Magherafelt juniors,Magherafelt junior parkrun,97,2,Polepatrick,54.761747,-6.596783
1858,haverhill,Haverhill parkrun,Haverhill,,97,1,Puddlebrook Playing Fields,52.076737,0.422212
1859,lurgan-juniors,Lurgan junior parkrun,Lurgan juniors,Lurgan junior parkrun,97,2,Lurgan Park,54.462455,-6.321318
1860,plantation,Plantation parkrun,Plantation,,3,1,Plantation Park,-19.584321,147.401024
1861,leeupoort,Leeupoort parkrun,Leeupoort,,85,1,Leeupoort Caravan Park,-24.91638,27.640855
1862,jacksroad-juniors,Jacks Road junior parkrun,Jacks Road juniors,Jacks Road junior parkrun,97,2,NAAC Athletics Arena,55.642811,-4.794416
1863,balashikhazarechnaya,parkrun Balashikha Zarechnaya,Balashikha Zarechnaya,parkrun Балашиха Заречная,79,1,Московская область,55.814864,37.960504
1864,shuvalovskypark,parkrun Shuvalovsky Park,Shuvalovsky Park,parkrun Шуваловский парк,79,1,Шуваловский парк,60.078539,30.300668
1865,bettysbay,Betty’s Bay parkrun,Betty’s Bay,,85,1,Harold Porter National Botanical Garden,-34.351851,18.926615
1866,ramsbottom-juniors,Ramsbottom junior parkrun,Ramsbottom juniors,Ramsbottom junior parkrun,97,2,Nuttall Park,53.643199,-2.312222
1867,kelvingrove,Kelvin Grove parkrun,Kelvin Grove,,3,1,Bishop Street Park,-27.441334,153.009807
1868,victoriadock,Victoria Dock parkrun,Victoria Dock,,97,1,Victoria Dock,51.505363,0.018775
1869,thewammy,The Wammy parkrun,The Wammy,,97,1,The Wammy,53.017811,-2.238701
1871,meadowvale,Meadowvale parkrun,Meadowvale,,14,1,Lake Aquitaine Park,43.585052,-79.755213
1872,largsbay,Largs Bay parkrun,Largs Bay,,3,1,Largs Bay,-34.825832,138.485654
1874,farfalle,Farfalle parkrun,Farfalle,,44,1,Farfalle,45.425905,11.902457
1875,portumna,Portumna parkrun,Portumna,,42,1,Portumna Forest Park,53.082436,-8.241043
1876,hazelwood,Hazelwood parkrun,Hazelwood,,97,1,Hazelwood Centre,51.405783,-0.421045
1877,voronezhcentralpark,parkrun Voronezh Central Park,Voronezh Central Park,parkrun Воронеж Центральный парк,79,1,Воронежский центральный парк,51.69855,39.218257
1878,krasnoyarsknaberezhnaya,parkrun Krasnoyarsk Naberezhnaya,Krasnoyarsk Naberezhnaya,parkrun Красноярск набережная,79,1,Красноярск ул.Дубровинского 3,56.026669,92.938892
1879,natashinsky,parkrun Natashinsky,Natashinsky,parkrun Наташинский,79,1,ул Митрофанова 21Б,55.69805,37.886444
1880,priorypark-juniors,Priory Park junior parkrun,Priory Park juniors,Priory Park junior parkrun,97,2,Priory Park,51.585754,-0.125671
1881,solnechnyostrov,parkrun Solnechny ostrov,Solnechny ostrov,parkrun Солнечный остров,79,1,"улица Трамвайная, д.2",45.006497,39.055746
1882,claphamcommon,Clapham Common parkrun,Clapham Common,,97,1,Clapham Common,51.455873,-0.151331
1883,moana,Moana parkrun,Moana,,3,1,Moana Surf Life Saving Club,-35.197847,138.470913
1884,woehrdersee,Wöhrder See parkrun,Wöhrder See,,32,1,"Wöhrder See, Nürnberg",49.457993,11.108953
1886,romapineto,Roma Pineto parkrun,Roma Pineto,,44,1,Roma Pineto,41.923144,12.425886
1887,bellerive,Bellerive parkrun,Bellerive,,3,1,Bellerive Beach Park,-42.878181,147.37175
1888,montelepre,Montelepre parkrun,Montelepre,,44,1,Montelepre,38.088318,13.17349
1889,kingslynn-juniors,King’s Lynn junior parkrun,King’s Lynn juniors,King’s Lynn junior parkrun,97,2,The Walks,52.752894,0.405875
1890,malmoribersborg,Malmö Ribersborg parkrun,Malmö Ribersborg,,88,1,Ribersborgsstranden,55.60278,12.96944
1891,macclesfield,Macclesfield parkrun,Macclesfield,,97,1,South Park,53.251413,-2.1303
1892,thurso,Thurso parkrun,Thurso,,97,1,Thurso Boating Pond,58.589573,-3.521554
1893,ceres,Ceres parkrun,Ceres,,85,1,Victoria Park Sports Grounds,-33.372267,19.300197
1894,waterfall,Waterfall parkrun,Waterfall,,85,1,Waterfall Park,-26.016972,28.105208
1895,vaalmarina,Vaal Marina parkrun,Vaal Marina,,85,1,Vaal Marina,-26.887661,28.199742
1896,harkerville,Harkerville parkrun,Harkerville,,85,1,Harkerville Market,-34.038421,23.24131
1897,mthatha,Mthatha parkrun,Mthatha,,85,1,Mthatha Golf Course,-31.58678,28.776247
1898,westville,Westville parkrun,Westville,,85,1,Westville Country Club,-29.839606,30.92459
1899,grabouw,Grabouw parkrun,Grabouw,,85,1,Trail’s End,-34.141132,19.01659
1901,aplinsweir,Aplins Weir parkrun,Aplins Weir,,3,1,Aplins Weir,-19.302328,146.782361
1902,clacton-juniors,Clacton junior parkrun,Clacton juniors,,97,2,Clacton Seafront,51.781588,1.142953
1903,felixstowe,Felixstowe parkrun,Felixstowe,,97,1,Undercliff Road West,51.957778,1.345741
1904,prospect,Prospect parkrun,Prospect,,97,1,Prospect Park,51.448386,-1.00741
1905,jamaicapond,Jamaica Pond parkrun,Jamaica Pond,,98,1,Pinebank Promontory,42.320216,-71.118049
1906,heartlands,Heartlands parkrun,Heartlands,,97,1,"Heartlands,",50.224177,-5.2715
1908,northwich,Northwich parkrun,Northwich,,97,1,Carey Park,53.265511,-2.510876
1910,gainsboroughgreens,Gainsborough Greens parkrun,Gainsborough Greens,,3,1,Wyperfield Circuit,-27.81877,153.306901
1911,southtoowoomba,South Toowoomba parkrun,South Toowoomba,,3,1,Middle Ridge Park,-27.594604,151.956346
1912,pushkin,parkrun Pushkin,Pushkin,parkrun Пушкин,79,1,г. Пушкин,59.712,30.42008
1914,chelyabinskekopark,parkrun Chelyabinsk Ekopark,Chelyabinsk Ekopark,parkrun Челябинск Экопарк,79,1,Экопарк,55.196769,61.296591
1915,aspen,Aspen parkrun,Aspen,,98,1,Aspen Recreation Centre,39.187266,-106.852397
1916,fortwilliam,Fort William parkrun,Fort William,,97,1,Nevis Range,56.851484,-4.999161
1917,balclutha,Balclutha parkrun,Balclutha,,65,1,Naish Park,-46.238883,169.731177
1918,edithburgh,Edithburgh parkrun,Edithburgh,,3,1,Edithburgh Tidal Pool,-35.080717,137.747177
1919,wanneroo,Wanneroo parkrun,Wanneroo,,3,1,Opportunity Park,-31.751242,115.793187
1920,northbay,North Bay parkrun,North Bay,,14,1,The Kate Pace Way,46.298808,-79.455704
1922,tamanpuduulu,Taman Pudu Ulu parkrun,Taman Pudu Ulu,,57,1,Taman Pudu Ulu,3.122979,101.733362
1923,kirkwall,Kirkwall parkrun,Kirkwall,,97,1,The Peedie Sea,58.982282,-2.948069
1924,greatdunmow,Great Dunmow parkrun,Great Dunmow,,97,1,The Recreation Ground,51.878681,0.3627
1926,bishan,Bishan parkrun,Bishan,,82,1,Bishan-Ang Mo Kio Park,1.360729,103.850291
1927,brakpan,Brakpan parkrun,Brakpan,,85,1,Brakpan Sport Centre,-26.228901,28.370649
1928,barberton,Barberton parkrun,Barberton,,85,1,c/o R38 and R40 (across the street from ,-25.76011,31.049736
1929,imonti,iMonti parkrun,iMonti,,85,1,Cambridge Sports Club,-32.98305,27.89354
1931,wildflower,Wildflower parkrun,Wildflower,,3,1,Ku-ring-gai Wildflower Garden,-33.705633,151.177321
1932,picton,Picton parkrun,Picton,,3,1,Picton Botanic Gardens Bike Track,-34.16566,150.610264
1933,goolwa,Goolwa parkrun,Goolwa,,3,1,Richard Ballard Park,-35.499385,138.789448
1934,shelbourne-juniors,Shelbourne junior parkrun,Shelbourne juniors,Shelbourne junior parkrun,42,2,Shelbourne Park,52.670277,-8.63892
1935,avondaleforest,Avondale Forest parkrun,Avondale Forest,,42,1,Avondale Forest Park,52.908152,-6.225626
1936,foroitalico,Foro Italico parkrun,Foro Italico,,44,1,Foro Umberto I°,38.120136,13.372298
1937,ryazanoreshek,parkrun Ryazan Oreshek,Ryazan Oreshek,parkrun Рязань Орешек,79,1,Рязань,54.649485,39.788978
1941,robertson,Robertson parkrun,Robertson,,85,1,Robertson,-33.807168,19.873763
1942,stavanger,Stavanger parkrun,Stavanger,,67,1,Mosvatnet,58.952586,5.717011
1943,wisbech-juniors,Wisbech junior parkrun,Wisbech juniors,Wisbech junior parkrun,97,2,Wisbech Park,52.66664,0.166007
1944,burnie,Burnie parkrun,Burnie,,3,1,Burnie Foreshore,-41.049194,145.905
1945,catford,Catford parkrun,Catford,,97,1,Mountsfield Park,51.44824,-0.00863
1946,joecreason,Joe Creason parkrun,Joe Creason,,98,1,Joe Creason Park,38.210534,-85.705759
1947,swaffham,Swaffham parkrun,Swaffham,,97,1,The Nicolas Hamond Academy Sports Fields,52.638607,0.688461
1948,street,Street parkrun,Street,,97,1,Strode College Sports Centre,51.129515,-2.729089
1949,friarypark-juniors,Friary Park junior parkrun,Friary Park juniors,Friary Park junior parkrun,97,2,Friary Park,51.619706,-0.162187
1950,middletonwoods,Middleton Woods parkrun,Middleton Woods,,97,1,Middleton Park,53.751892,-1.557233
1951,wakefieldthornes-juniors,Wakefield Thornes junior parkrun,Wakefield Thornes juniors,Wakefield Thornes junior parkrun,97,2,Thornes Park,53.675544,-1.512695
1952,mountainslie,Mount Ainslie parkrun,Mount Ainslie,,3,1,Remembrance Nature Park,-35.278828,149.152038
1954,oceanview,Ocean View parkrun,Ocean View,,3,1,Ocean View Estates,-27.121296,152.802517
1956,burswoodpeninsula,Burswood Peninsula parkrun,Burswood Peninsula,,3,1,Burswood Peninsular,-31.95306,115.887561
1957,salento,Salento parkrun,Salento,,44,1,Bosco e Paludi di Rauccio,40.455565,18.166117
1958,barnstaple-juniors,Barnstaple junior parkrun,Barnstaple juniors,Barnstaple junior parkrun,97,2,Rock Park,51.071801,-4.053904
1959,kraeherwald,Kräherwald parkrun,Kräherwald,,32,1,"Kräherwald, Stuttgart",48.783517,9.143246
1960,charleston,"Charleston parkrun, West Virginia",Charleston,,98,1,Haddad Riverfront Park,38.350322,-81.639331
1961,newark-juniors,Newark junior parkrun,Newark juniors,Newark junior parkrun,97,2,Sconce and Devon Park,53.070181,-0.819014
1962,desmoinescreek,Des Moines Creek parkrun,Des Moines Creek,,98,1,Des Moines Beach Park Event Center,47.40419,-122.329949
1964,uppsala,Uppsala parkrun,Uppsala,,88,1,Stadsträdgården,59.853455,17.642296
1965,northallerton-juniors,Northallerton junior parkrun,Northallerton juniors,Northallerton junior parkrun,97,2,Stone Cross Playing Fields,54.34923,-1.433966
1966,newmilton-juniors,New Milton junior parkrun,New Milton juniors,New Milton junior parkrun,97,2,Fawcetts Field,50.747045,-1.669084
1967,pontypridd-juniors,Pontypridd junior parkrun,Pontypridd juniors,Pontypridd junior parkrun,97,2,Ynysangharad War Memorial Park,51.601625,-3.337015
1968,inchbeach,Inch Beach parkrun,Inch Beach,,42,1,Inch Beach,52.137776,-9.977697
1970,eastend,"East End parkrun, New Plymouth",East End,,65,1,Nobs Line,-39.048356,174.093589
1971,cobar,Cobar parkrun,Cobar,,3,1,Newey Reserve,-31.509832,145.831405
1972,portsorell,Port Sorell parkrun,Port Sorell,,3,1,Port Sorell Surf Lifesaving Club,-41.151526,146.541641
1973,euroa,Euroa parkrun,Euroa,,3,1,Sevens Creek Park,-36.752767,145.573825
1974,uppermill-juniors,Uppermill junior parkrun,Uppermill juniors,Uppermill junior parkrun,97,2,Saddleworth Pool & Leisure Centre,53.547393,-2.00217
1975,northsydney,North Sydney parkrun,North Sydney,,3,1,St Leonards Park,-33.830396,151.211772
1976,jubileeway,Jubilee Way parkrun,Jubilee Way,,3,1,Jubilee Community Centre,-34.806102,138.69439
1977,lochoremeadows,Lochore Meadows parkrun,Lochore Meadows,,97,1,Lochore Meadows Country Park,56.150699,-3.33708
1978,cheboksarynaberezhnaya,parkrun Cheboksary naberezhnaya,Cheboksary naberezhnaya,parkrun Чебоксары набережная,79,1,г.Чебоксары,56.141279,47.23428
1979,readovskypark,parkrun Readovsky Park,Readovsky Park,parkrun Реадовский парк,79,1,Смоленск,54.761314,32.021041
1980,mountaingoattrail,Mountain Goat Trail parkrun,Mountain Goat Trail,,98,1,Mountain Goat Trail,35.218941,-85.881441
1981,clitheroecastle,Clitheroe Castle parkrun,Clitheroe Castle,,97,1,Clitheroe Castle Gardens,53.870346,-2.39478
1982,aberdare,Aberdare parkrun,Aberdare,,97,1,Aberdare Park,51.718796,-3.460089
1983,pontefract-juniors,Pontefract junior parkrun,Pontefract juniors,Pontefract junior parkrun,97,2,Pontefract Park,53.696394,-1.329962
1984,westerfolds-juniors,Westerfolds junior parkrun,Westerfolds juniors,Westerfolds junior parkrun,3,2,Westerfolds Park,-37.74439,145.13425
1985,cobh-juniors,Cobh junior parkrun,Cobh juniors,Cobh junior parkrun,42,2,John Murphy Park,51.85475,-8.283644
1986,chelm,parkrun Chełm,Chełm,parkrun Chełm,74,1,"Park XXX-lecia, Chełm",51.131381,23.48152
1987,woywoy,Woy Woy parkrun,Woy Woy,,3,1,Lions Park,-33.484787,151.336038
1988,alynwaters-juniors,Alyn Waters junior parkrun,Alyn Waters juniors,Alyn Waters junior parkrun,97,2,Alyn Waters Country Park,53.083926,-3.018039
1989,cannonvale-juniors,Cannonvale junior parkrun,Cannonvale juniors,Cannonvale junior parkrun,3,2,Cannonvale State School,-20.274708,148.700296
1990,jindabyne,Jindabyne parkrun,Jindabyne,,3,1,Banjo Paterson Park,-36.41565,148.625881
1991,shelley-juniors,Shelley junior parkrun,Shelley juniors,Shelley junior parkrun,97,2,Shelley College,53.592777,-1.666806
1992,ockwells-juniors,Ockwells junior parkrun,Ockwells juniors,Ockwells junior parkrun,97,2,Ockwells Park,51.50267,-0.73546
1993,mounthelena,Mount Helena parkrun,Mount Helena,,3,1,Railway Reserves Heritage Trail,-31.879999,116.208462
1994,willow,Willow parkrun,Willow,,3,1,Willow Park,-36.136018,146.874752
1996,ashburton,Ashburton parkrun,Ashburton,,85,1,Ashburton Training Centre,-29.641673,30.468107
1997,vryheid,Vryheid parkrun,Vryheid,,85,1,Vryheid Golf Club,-27.777853,30.794659
1999,koster,Koster parkrun,Koster,,85,1,Koster Sports Club,-25.872646,26.893939
2000,melkbosstrand,Melkbosstrand parkrun,Melkbosstrand,,85,1,NSRI Station,-33.72855,18.438259
2001,wellsestate,Wells Estate parkrun,Wells Estate,,85,1,Wells Estate,-33.83701,25.650378
2002,drumblade,Drumblade parkrun,Drumblade,,85,1,The Healthy Whole,-26.434129,28.005427
2003,atlasville,Atlasville parkrun,Atlasville,,85,1,Finch Street,-26.160156,28.285877
2005,griffeen-juniors,Griffeen junior parkrun,Griffeen juniors,Griffeen junior parkrun,42,2,Griffeen Valley Park,53.343795,-6.44471
2006,cranleigh-juniors,Cranleigh junior parkrun,Cranleigh juniors,Cranleigh junior parkrun,97,2,Bruce Mckenzie Memorial Field,51.138393,-0.492747
2007,wardown-juniors,Wardown junior parkrun,Wardown juniors,Wardown junior parkrun,97,2,Wardown Park,51.891775,-0.419099
2008,cotsfordfields,Cotsford Fields parkrun,Cotsford Fields,,97,1,Cotsford Fields,54.759499,-1.30077
2009,pocket,Pocket parkrun,Pocket,,97,1,Pocket Park,52.214797,-0.275327
2010,victoriakitchener,"Victoria parkrun, Kitchener","Victoria, Kitchener",,14,1,Victoria Park,43.447238,-80.495755
2011,rutlandwater-juniors,Rutland Water junior parkrun,Rutland Water juniors,Rutland Water junior parkrun,97,2,The Waterside Cafe,52.646012,-0.621111
2012,newboroughforest,Newborough Forest parkrun,Newborough Forest,,97,1,Newborough Forest,53.144163,-4.386757
2014,littleport,Littleport parkrun,Littleport,,97,1,"Littleport Recreation Ground,",52.463048,0.299342
2015,armley,Armley parkrun,Armley,,97,1,Armley Park,53.800347,-1.590893
2018,riveroaks,River Oaks parkrun,River Oaks,,14,1,River Oaks Community Centre,43.470367,-79.722099
2019,belgorodparkpobedy,parkrun Belgorod Park Pobedy,Belgorod Park Pobedy,parkrun Белгород Парк Победы,79,1,ул. Победы. 81,50.591698,36.58556
2020,orskparkstroiteley,parkrun Orsk Park Stroiteley,Orsk Park Stroiteley,parkrun Орск парк Строителей,79,1,г. Орск,51.22417,58.534785
2021,cliffpark-juniors,Cliff Park junior parkrun,Cliff Park juniors,Cliff Park junior parkrun,97,2,"Cliff Park,",51.937792,1.28484
2022,geeveston,Geeveston parkrun,Geeveston,,3,1,"Heritage Park,",-43.163256,146.925685
2023,merriwa,Merriwa parkrun,Merriwa,,3,1,Rotary Park,-32.139152,150.349493
2024,zielonagora,parkrun Zielona Góra,Zielona Góra,parkrun Zielona Góra,74,1,Centrum Rekreacyjne-Sportowe,51.954022,15.532438
2025,whitehaven,Whitehaven parkrun,Whitehaven,,97,1,"Whitehaven Cycle Track,",54.524733,-3.573636
2026,dintonpastures,Dinton Pastures parkrun,Dinton Pastures,,97,1,Dinton Pastures Country Park,51.440292,-0.880056
2027,loughmoss-juniors,Lough Moss junior parkrun,Lough Moss juniors,Lough Moss junior parkrun,97,2,Lough Moss Leisure Centre,54.514716,-5.900203
2028,cormorantbay,Cormorant Bay parkrun,Cormorant Bay,,3,1,Cormorant Bay Recreational Reserve,-27.401736,152.622246
2029,severnbridge,Severn Bridge parkrun,Severn Bridge,,97,1,Severn Bridge,51.619014,-2.664531
2030,bulithando,Bulithando parkrun,Bulithando,,85,1,Bulithando Park,-26.304478,28.401457
2031,fleetwoodpromenade,Fleetwood Promenade parkrun,Fleetwood Promenade,,97,1,Outer Promenade,53.927366,-3.016919
2032,devonport-juniors,Devonport junior parkrun,Devonport juniors,Devonport junior parkrun,97,2,"Devonport Park,",50.376471,-4.172108
2033,pallara,Pallara parkrun,Pallara,,3,1,Brookbent Road Park,-27.609314,153.011071
2034,druzhba,parkrun Druzhba,Druzhba,parkrun Дружба,79,1,парк Дружба,55.853702,37.485388
2035,christiana,Christiana parkrun,Christiana,,85,1,Christiana Golf Club,-27.898445,25.151031
2036,umfolozi,Umfolozi parkrun,Umfolozi,,85,1,Teza Game Reserve,-28.482914,32.180039
2037,ruimsig,Ruimsig parkrun,Ruimsig,,85,1,Handicap Road,-26.072665,27.865589
2040,bredasdorp,Bredasdorp parkrun,Bredasdorp,,85,1,Bredasdorp Golf Glub,-34.543489,20.048509
2041,villiersdorp,Villiersdorp parkrun,Villiersdorp,,85,1,Twistnet,-33.963582,19.287292
2042,modimolle,Modimolle parkrun,Modimolle,,85,1,Koro Creek Bushveld Golf Estate,-24.694698,28.385259
2044,duikersdrift,"Duikersdrift parkrun, Tulbagh",Duikersdrift,,85,1,Duikersdrift,-33.259059,19.128404
2045,hilton,Hilton parkrun,Hilton,,85,1,Grace College,-29.539048,30.296952
