Date	Event	Region	Country	Cancellation Note
2021-10-09	Thousand Hills parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Timboon parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Timboon parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Tinley Manor parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Tinley Manor parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Tinley Manor parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Tokoinranta parkrun	Finland	Finland	COVID-19 (Coronavirus)
2021-10-02	Tokoinranta parkrun	Finland	Finland	COVID-19 (Coronavirus)
2021-10-09	Tokoinranta parkrun	Finland	Finland	COVID-19 (Coronavirus)
2021-10-10	Tonbridge junior parkrun	South East England	United Kingdom	No core team, all racing a local run
2021-09-25	Toolern Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Toolern Creek parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Torquay parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Torquay parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Tramore parkrun, Waterford	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Tramore parkrun, Waterford	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Tramore parkrun, Waterford	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Traralgon parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Traralgon parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Trentham Memorial parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Trentham Memorial parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Tring parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Tring parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Tring parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Tsakane Wetlands parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Tsakane Wetlands parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Tsakane Wetlands parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Tsujido kaihin koen parkrun	Japan	Japan	Due to a COVID-19 state of emergency.
2021-09-25	Tuggeranong parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Tuggeranong parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Tyrrelstown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Tyrrelstown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Tyrrelstown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Umdoni parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Umdoni parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Umdoni parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Umhlanga parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Umhlanga parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Umhlanga parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	University of Waikato parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	University of Waikato parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Urayasushi sogo koen parkrun	Japan	Japan	緊急事態宣言のため
2021-09-25	Urunga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Urunga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Uvongo parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Uvongo parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Uvongo parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Vaal Marina parkrun	GP · Sedibeng	South Africa	COVID-19 (Coronavirus)
2021-10-02	Vaal Marina parkrun	GP · Sedibeng	South Africa	COVID-19 (Coronavirus)
2021-12-25	Valentines parkrun	Greater London	United Kingdom	Park closed (Christmas Day)
2021-09-25	Valhalla parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Valhalla parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Valhalla parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-11-07	Verulamium junior parkrun	East of England	United Kingdom	Clean up from Fireworks night display
2021-09-26	Vicarstown junior parkrun	Ireland	Ireland	Event not available
2021-10-03	Vicarstown junior parkrun	Ireland	Ireland	Event not available
2021-10-02	Victoria Dock parkrun	Greater London	United Kingdom	London Marathon - safety
2021-09-25	Victoria Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Victoria Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Victoria Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Victoria parkrun, Truro	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Victoria parkrun, Truro	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Victoria parkrun, Truro	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Villiersdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Villiersdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Villiersdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Volksgarten parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Volksgarten parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Volksgarten parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-09-25	Voortrekker Monument parkrun, Pretoria	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Voortrekker Monument parkrun, Pretoria	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Voortrekker Monument parkrun, Pretoria	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-25	Vrede parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-02	Vrede parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-09	Vrede parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-09-25	Vryburg parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-02	Vryburg parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-09	Vryburg parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-16	Växjösjön parkrun	Sweden	Sweden	Växjö Marathon använder banan
2021-09-25	Wagga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Wagga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Wagi Bridge parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Wagi Bridge parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Wakefield Thornes parkrun	Yorkshire and the Humber	United Kingdom	Race for Life in the park; course not available
2021-09-25	Walcha parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Walcha parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Wallaby Track parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Wallaby Track parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Wallace parkrun, Lisburn	Northern Ireland	United Kingdom	Buses using the park for Balmoral Show
2021-09-25	Walton parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Walton parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Walton parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-23	Walvis Bay parkrun	Namibia	South Africa	Cancer Association Run/Walk on lagoon
2021-09-25	Wanaka parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Wanaka parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Wangaratta parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Wangaratta parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Warragul parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Warragul parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Warringal Parklands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Warringal Parklands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Warrnambool parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Warrnambool parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-11-06	Warwick Racecourse parkrun	West Midlands	United Kingdom	Horseracing the day before (Stan Mellor Raceday)
2021-09-25	Wascana parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Wascana parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Wascana parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Waterfall parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Waterfall parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Waterfall parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Waterford Nature parkrun	Ireland	Ireland	Restarting October under new EDs. Training 1st.
2021-10-03	Waterworks junior parkrun	Northern Ireland	United Kingdom	Belfast Marathon going through park.
2021-09-25	Wauchope parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Wauchope parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Wayland parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Wayland parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Wayland parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Weavers Country Estate parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-02	Weavers Country Estate parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-09	Weavers Country Estate parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-09-25	Welkom parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-02	Welkom parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-09	Welkom parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-09-25	Wellington parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Wellington parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-09	Wellington parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-25	Wells Estate parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Wells Estate parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Wells Estate parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Werrington Lakes Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Werrington Lakes Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Werrington parkrun	West Midlands	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Werrington parkrun	West Midlands	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	West Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-02	West Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-09	West Coast Park parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-09-26	West Smethwick junior parkrun	West Midlands	United Kingdom	Establishing an event team
2021-10-03	West Smethwick junior parkrun	West Midlands	United Kingdom	Establishing an event team
2021-10-10	West Smethwick junior parkrun	West Midlands	United Kingdom	Establishing an event team
2021-09-25	Westbury parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Westbury parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Westbury parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-26	Westerfolds junior parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-03	Westerfolds junior parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Westerfolds parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Westerfolds parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Western Springs parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Western Springs parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Westonaria parkrun	GP · West Rand	South Africa	COVID-19 (Coronavirus)
2021-10-02	Westonaria parkrun	GP · West Rand	South Africa	COVID-19 (Coronavirus)
2021-10-09	Westonaria parkrun	GP · West Rand	South Africa	COVID-19 (Coronavirus)
2021-09-25	Westport parkrun	Ireland	Ireland	2021 Westport Triathlon passing through course
2021-09-25	Westville parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Westville parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-09	Westville parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Whalan Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Whalan Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Whanganui Riverbank parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Whanganui Riverbank parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Whangarei parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Whangarei parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-12-25	Whinlatter Forest parkrun	North West England	United Kingdom	Forest Closed
2021-09-25	Whistler parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Whistler parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Whistler parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	White River parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-02	White River parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-09	White River parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-09-26	Whiteley junior parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-10-03	Whiteley junior parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Whiteley junior parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Whiteley parkrun	South East England	United Kingdom	no RD team, training new team for few weeks
2021-10-02	Whiteley parkrun	South East England	United Kingdom	no RD team, training new team for few weeks
2021-10-09	Whiteley parkrun	South East England	United Kingdom	no RD team, training new team for few weeks
2021-10-16	Whiteley parkrun	South East England	United Kingdom	no RD team, training new team for few weeks
2021-09-26	Wicksteed junior parkrun	East Midlands	United Kingdom	Wicksteed at War Event in park; route unavailable
2021-09-25	Wildflower parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Wildflower parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Willoughby parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Willoughby parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Willow parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Willow parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Wilson Botanic parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Wilson Botanic parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Wimmera River parkrun, Horsham	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Wimmera River parkrun, Horsham	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-23	Windhoek parkrun	Namibia	South Africa	Golf tournament on golf course
2021-11-20	Windhoek parkrun	Namibia	South Africa	Golf tournament on golf course
2021-09-25	Winterton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Winterton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-26	Wirral Country Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-10-03	Wirral Country Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-10-10	Wirral Country Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-09-25	Witbank parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-02	Witbank parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-10-09	Witbank parkrun	Mpumalanga	South Africa	COVID-19 (Coronavirus)
2021-09-25	Wits parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Wits parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Wits parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Wittelsbacher Park parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Wittelsbacher Park parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Wittelsbacher Park parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-11-06	Witton parkrun	North West England	United Kingdom	Bonfire
2021-09-26	Woking junior parkrun	South East England	United Kingdom	Surrey Half Marathon
2021-11-06	Woking parkrun	South East England	United Kingdom	Fireworks display in the park
2021-12-25	Wollaton Hall parkrun	East Midlands	United Kingdom	Park not fully open
2021-09-25	Woodlands parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Woodlands parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Woodlands parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Woy Woy parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Woy Woy parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Wyndham Vale parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Wyndham Vale parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-12-05	Wyndham junior parkrun	East Midlands	United Kingdom	Event taking place in the park
2021-12-12	Wyndham junior parkrun	East Midlands	United Kingdom	Event taking place in the park
2021-09-25	Yamba parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Yamba parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Yeovil Montacute parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Yeovil Montacute parkrun	South West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-26	Yeovil Rec junior parkrun	South West England	United Kingdom	Race for Life setting up in rec. Key area unusable
2021-09-25	Yodogawa kasenkoen Hirakata chiku parkrun	Japan	Japan	COVID19 Request to refrain from going out
2021-10-09	York parkrun	Yorkshire and the Humber	United Kingdom	Horse racing
2021-09-25	You Yangs parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	You Yangs parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Yuuka Family Road parkrun	Japan	Japan	まん延防止等重点措置のため
2021-09-25	Yzerfontein parkrun	WC · West Coast	South Africa	COVID-19 (Coronavirus)
2021-10-02	Yzerfontein parkrun	WC · West Coast	South Africa	COVID-19 (Coronavirus)
2021-10-09	Yzerfontein parkrun	WC · West Coast	South Africa	COVID-19 (Coronavirus)
2021-09-25	Zandvlei parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Zandvlei parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Zandvlei parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	iMonti parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	iMonti parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	iMonti parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	parkrun Chertanovo Pokrovsky Park	Москва	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Chertanovo Pokrovsky Park	Москва	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Chertanovo Pokrovsky Park	Москва	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Elagin Ostrov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Elagin Ostrov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Elagin Ostrov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Internatsionalistov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Internatsionalistov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Internatsionalistov	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Moskovsky Park Pobedy	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Moskovsky Park Pobedy	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Moskovsky Park Pobedy	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Olimpiyskaya Derevnya	Москва	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Olimpiyskaya Derevnya	Москва	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Olimpiyskaya Derevnya	Москва	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Park Guskova	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Park Guskova	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Park Guskova	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Park Miejski, Sosnowiec	Poland	Poland	COVID-19 (Coronavirus)
2021-09-25	parkrun Perm Balatovo	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Perm Balatovo	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Perm Balatovo	Приволжский федеральный округ	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Pushkin	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Pushkin	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Pushkin	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Readovsky Park	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Ryazan Central	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Ryazan Central	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Ryazan Central	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Ryazan Oreshek	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Ryazan Oreshek	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Ryazan Oreshek	Центральный ФО	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Shuvalovsky Park	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Shuvalovsky Park	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Shuvalovsky Park	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Sosnovka	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-02	parkrun Sosnovka	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-10-09	parkrun Sosnovka	Санкт-Петербург	Russia	COVID-19 (Coronavirus)
2021-09-25	parkrun Wolbrom	Poland	Poland	Poszukujemy zespołu do prowadzenia spotkań parkrun
